CU,SpeciesId,CU_Name,Year,T_Idx_E,ExpFactor1,AdjSum,ExpFactor2,ObsE,ExpFactor3,TE,CDN Harvest,CDN ER,TRTC,Total Harvest,Total ER,Total Run,Q1,Q2,Q3,ER Indicator,ER Indicator Lookup,ER Source,StatArea
SX_L-19-49,SX,Prudhomme,1954,,,,,,,,,,,,,,,,,,,,04
SX_L-19-49,SX,Prudhomme,1955,,,,,,,,,,,,,,,,,,,,04
SX_L-19-49,SX,Prudhomme,1956,,,,,,,,,,,,,,,,,,,,04
SX_L-19-49,SX,Prudhomme,1957,,,,,,,,,,,,,,,,,,,,04
SX_L-19-49,SX,Prudhomme,1958,,,,,,,,,,,,,,,,,,,,04
SX_L-19-49,SX,Prudhomme,1959,,,,,,,,,,,,,,,,,,,,04
SX_L-19-49,SX,Prudhomme,1960,"3,500",1.35,"4,708",1.00,"4,708",2.00,"9,416","1,525",13.4%,"10,941","1,984",17.4%,"11,400",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1961,"7,500",1.35,"10,089",1.00,"10,089",2.00,"20,178","3,829",15.9%,"24,006","3,971",16.4%,"24,149",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1962,"3,500",1.35,"4,708",1.00,"4,708",2.00,"9,416","1,804",15.7%,"11,220","2,063",18.0%,"11,479",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1963,"7,500",1.35,"10,089",1.00,"10,089",2.00,"20,178","1,867",8.2%,"22,045","2,501",11.0%,"22,679",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1964,"3,500",1.35,"4,708",1.00,"4,708",2.00,"9,416","1,704",15.0%,"11,121","1,981",17.4%,"11,397",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1965,"3,500",1.35,"4,708",1.00,"4,708",2.00,"9,416","1,202",10.9%,"10,618","1,631",14.8%,"11,048",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1966,"1,500",1.35,"2,018",1.00,"2,018",2.00,"4,036",981,19.3%,"5,017","1,039",20.5%,"5,075",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1967,"4,500",1.35,"6,053",1.00,"6,053",2.00,"12,107","2,988",19.1%,"15,095","3,512",22.5%,"15,618",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1968,"3,500",1.35,"4,708",1.00,"4,708",2.00,"9,416","2,185",18.6%,"11,602","2,339",19.9%,"11,755",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1969,"3,500",1.35,"4,708",1.00,"4,708",2.00,"9,416","1,664",14.8%,"11,081","1,840",16.3%,"11,257",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1970,"3,500",1.35,"4,708",1.00,"4,708",2.00,"9,416","1,778",15.8%,"11,194","1,857",16.5%,"11,273",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1971,"2,000",1.35,"2,690",1.00,"2,690",2.00,"5,381","1,130",17.3%,"6,511","1,170",17.9%,"6,551",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1972,"1,000",1.35,"1,345",1.00,"1,345",2.00,"2,690",544,16.5%,"3,234",603,18.3%,"3,293",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1973,"1,000",1.35,"1,345",1.00,"1,345",2.00,"2,690",646,19.1%,"3,337",690,20.4%,"3,380",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1974,500,1.35,673,1.00,673,2.00,"1,345",359,20.8%,"1,704",382,22.1%,"1,727",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1975,"1,000",1.35,"1,345",1.00,"1,345",2.00,"2,690",413,13.2%,"3,103",429,13.8%,"3,119",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1976,700,1.35,942,1.00,942,2.00,"1,883",396,17.1%,"2,279",432,18.7%,"2,315",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1977,"1,500",1.35,"2,018",1.00,"2,018",2.00,"4,036",832,16.7%,"4,868",938,18.9%,"4,974",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1978,500,1.35,673,1.00,673,2.00,"1,345",283,16.9%,"1,629",328,19.6%,"1,674",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1979,"1,200",1.35,"1,614",1.00,"1,614",2.00,"3,228",649,16.4%,"3,877",724,18.3%,"3,952",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1980,,,,,,,,,,,,,,,,,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1981,700,1.00,700,1.00,700,2.00,"1,400",292,17.0%,"1,692",322,18.7%,"1,722",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1982,"3,425",1.00,"3,425",1.00,"3,425",2.00,"6,850","1,642",18.9%,"8,492","1,820",21.0%,"8,670",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1983,"1,000",1.00,"1,000",1.00,"1,000",2.00,"2,000",156,7.0%,"2,156",209,9.4%,"2,209",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1984,750,1.35,"1,009",1.00,"1,009",2.00,"2,018",298,12.6%,"2,315",350,14.8%,"2,368",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1985,"2,500",1.00,"2,500",1.00,"2,500",2.00,"5,000","1,132",18.2%,"6,132","1,219",19.6%,"6,219",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1986,"2,000",1.35,"2,690",1.00,"2,690",2.00,"5,381","1,043",15.6%,"6,424","1,309",19.6%,"6,690",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1987,"2,500",1.35,"3,363",1.00,"3,363",2.00,"6,726",568,7.7%,"7,293",635,8.6%,"7,360",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1988,350,1.35,471,1.00,471,2.00,942,345,26.1%,"1,286",377,28.6%,"1,319",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1989,"2,000",1.35,"2,690",1.00,"2,690",2.00,"5,381","1,070",16.2%,"6,451","1,229",18.6%,"6,609",2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1990,"6,000",1.00,"6,000",1.00,"6,000",2.00,"12,000","2,796",18.4%,"14,796","3,207",21.1%,"15,207",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1991,"3,500",1.00,"3,500",1.00,"3,500",2.00,"7,000","1,850",20.6%,"8,850","1,974",22.0%,"8,974",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1992,"4,500",1.00,"4,500",1.00,"4,500",2.00,"9,000","4,743",34.0%,"13,743","4,960",35.5%,"13,960",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1993,"2,000",2.69,"5,375",1.00,"5,375",2.00,"10,750","4,301",28.3%,"15,051","4,438",29.2%,"15,188",2.00,1.86,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1994,"2,000",2.69,"5,375",1.00,"5,375",2.00,"10,750","3,311",23.3%,"14,061","3,436",24.2%,"14,186",2.00,1.86,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1995,"1,000",2.69,"2,688",1.00,"2,688",2.00,"5,375","2,120",28.1%,"7,495","2,182",28.9%,"7,557",2.00,1.86,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1996,400,2.69,"1,075",1.00,"1,075",2.00,"2,150",857,27.8%,"3,007",933,30.3%,"3,083",2.00,1.86,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1997,"1,500",1.59,"2,389",1.00,"2,389",2.00,"4,778","3,695",42.4%,"8,473","3,935",45.2%,"8,712",2.00,3.14,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1998,"2,600",1.00,"2,600",1.00,"2,600",2.00,"5,200","1,331",20.1%,"6,531","1,434",21.6%,"6,634",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1999,"2,000",1.00,"2,000",1.00,"2,000",2.00,"4,000","1,090",20.8%,"5,090","1,254",23.9%,"5,254",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2000,"1,100",1.00,"1,100",1.00,"1,100",2.00,"2,200",779,26.1%,"2,979",790,26.4%,"2,990",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2001,900,1.00,900,1.00,900,2.00,"1,800",250,12.1%,"2,050",268,12.9%,"2,068",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2002,"2,400",1.00,"2,400",1.00,"2,400",2.00,"4,800","1,400",22.1%,"6,200","1,537",24.3%,"6,337",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2003,"7,500",1.00,"7,500",1.00,"7,500",2.00,"15,000","2,062",11.8%,"17,062","2,451",14.0%,"17,451",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2004,"2,900",1.00,"2,900",1.00,"2,900",2.00,"5,800",879,13.0%,"6,679",938,13.9%,"6,738",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2005,"3,500",1.00,"3,500",1.00,"3,500",2.00,"7,000",604,7.6%,"7,604",914,11.5%,"7,914",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2006,"2,200",1.00,"2,200",1.00,"2,200",2.00,"4,400",763,14.7%,"5,163",792,15.3%,"5,192",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2007,150,2.87,430,1.00,430,2.00,860,108,10.9%,968,134,13.4%,994,2.00,1.74,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2008,220,2.87,631,1.00,631,2.00,"1,262",131,9.3%,"1,393",138,9.8%,"1,400",2.00,1.74,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2009,"3,000",1.00,"3,000",1.00,"3,000",2.00,"6,000",477,7.3%,"6,477",532,8.1%,"6,532",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2010,"2,900",1.00,"2,900",1.00,"2,900",2.00,"5,800",503,7.9%,"6,303",570,9.0%,"6,370",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2011,"2,450",1.00,"2,450",1.00,"2,450",2.00,"4,900",591,10.6%,"5,491",676,12.1%,"5,576",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2012,500,1.69,847,1.00,847,2.00,"1,694",179,9.4%,"1,873",213,11.2%,"1,907",2.00,2.95,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2013,905,1.00,905,1.00,905,2.00,"1,810",110,5.7%,"1,920",124,6.4%,"1,934",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2014,"1,100",1.69,"1,863",1.00,"1,863",2.00,"3,726",255,6.3%,"3,982",296,7.4%,"4,022",2.00,2.95,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2015,"1,810",1.00,"1,810",1.00,"1,810",2.00,"3,620",167,4.3%,"3,787",218,5.7%,"3,838",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2016,103,1.69,174,1.00,174,2.00,349,34,8.6%,383,48,12.0%,397,2.00,2.95,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2017,,,,,,,,,,,,,,,,,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2018,84,1.00,84,1.00,84,2.00,168,6,3.6%,174,7,3.9%,175,2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2019,500,1.00,500,1.00,500,2.00,"1,000",67,6.2%,"1,067",83,7.6%,"1,083",2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1954,,,,,,,,,,,,,,,,,,,,04
SX_L-19-54,SX,Shawatlan,1955,,,,,,,,,,,,,,,,,,,,04
SX_L-19-54,SX,Shawatlan,1956,,,,,,,,,,,,,,,,,,,,04
SX_L-19-54,SX,Shawatlan,1957,,,,,,,,,,,,,,,,,,,,04
SX_L-19-54,SX,Shawatlan,1958,,,,,,,,,,,,,,,,,,,,04
SX_L-19-54,SX,Shawatlan,1959,,,,,,,,,,,,,,,,,,,,04
SX_L-19-54,SX,Shawatlan,1960,"3,500",1.00,"3,500",1.00,"3,500",2.00,"7,000","1,134",13.4%,"8,134","1,475",17.4%,"8,475",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1961,"3,500",1.00,"3,500",1.00,"3,500",2.00,"7,000","1,328",15.9%,"8,328","1,378",16.4%,"8,378",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1962,"3,500",1.00,"3,500",1.00,"3,500",2.00,"7,000","1,341",15.7%,"8,341","1,534",18.0%,"8,534",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1963,"3,500",1.00,"3,500",1.00,"3,500",2.00,"7,000",648,8.2%,"7,648",868,11.0%,"7,868",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1964,"3,500",1.00,"3,500",1.00,"3,500",2.00,"7,000","1,267",15.0%,"8,267","1,473",17.4%,"8,473",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1965,"3,500",1.00,"3,500",1.00,"3,500",2.00,"7,000",893,10.9%,"7,893","1,213",14.8%,"8,213",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1966,"2,000",1.00,"2,000",1.00,"2,000",2.00,"4,000",973,19.3%,"4,973","1,030",20.5%,"5,030",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1967,"3,500",1.00,"3,500",1.00,"3,500",2.00,"7,000","1,728",19.1%,"8,728","2,031",22.5%,"9,031",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1968,"1,500",1.00,"1,500",1.00,"1,500",2.00,"3,000",696,18.6%,"3,696",745,19.9%,"3,745",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1969,"1,500",1.00,"1,500",1.00,"1,500",2.00,"3,000",530,14.8%,"3,530",586,16.3%,"3,586",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1970,"1,500",1.00,"1,500",1.00,"1,500",2.00,"3,000",566,15.8%,"3,566",592,16.5%,"3,592",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1971,"2,000",1.00,"2,000",1.00,"2,000",2.00,"4,000",840,17.3%,"4,840",870,17.9%,"4,870",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1972,"1,000",1.00,"1,000",1.00,"1,000",2.00,"2,000",404,16.5%,"2,404",448,18.3%,"2,448",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1973,800,1.00,800,1.00,800,2.00,"1,600",384,19.1%,"1,984",410,20.4%,"2,010",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1974,600,1.00,600,1.00,600,2.00,"1,200",320,20.8%,"1,520",341,22.1%,"1,541",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1975,"1,000",1.00,"1,000",1.00,"1,000",2.00,"2,000",307,13.2%,"2,307",319,13.8%,"2,319",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1976,700,1.00,700,1.00,700,2.00,"1,400",294,17.1%,"1,694",321,18.7%,"1,721",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1977,200,1.00,200,1.00,200,2.00,400,83,16.7%,483,93,18.9%,493,3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1978,400,1.00,400,1.00,400,2.00,800,169,16.9%,969,195,19.6%,995,3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1979,250,1.00,250,1.00,250,2.00,500,101,16.4%,601,112,18.3%,612,3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1980,"1,400",1.00,"1,400",1.00,"1,400",2.00,"2,800",481,13.9%,"3,281",672,19.3%,"3,472",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1981,800,1.00,800,1.00,800,2.00,"1,600",334,17.0%,"1,934",368,18.7%,"1,968",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1982,"6,000",1.00,"6,000",1.00,"6,000",2.00,"12,000","2,876",18.9%,"14,876","3,189",21.0%,"15,189",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1983,275,1.00,275,1.00,275,2.00,550,43,7.0%,593,57,9.4%,607,3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1984,"3,300",1.00,"3,300",1.00,"3,300",2.00,"6,600",973,12.6%,"7,573","1,145",14.8%,"7,745",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1985,"1,500",1.00,"1,500",1.00,"1,500",2.00,"3,000",679,18.2%,"3,679",732,19.6%,"3,732",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1986,"3,000",1.00,"3,000",1.00,"3,000",2.00,"6,000","1,163",15.6%,"7,163","1,460",19.6%,"7,460",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1987,,,,,,,,,,,,,,,,,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1988,"4,000",1.00,"4,000",1.00,"4,000",2.00,"8,000","2,928",26.1%,"10,928","3,205",28.6%,"11,205",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1989,"3,000",1.00,"3,000",1.00,"3,000",2.00,"6,000","1,193",16.2%,"7,193","1,370",18.6%,"7,370",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1990,"3,000",1.00,"3,000",1.00,"3,000",2.00,"6,000","1,398",18.4%,"7,398","1,603",21.1%,"7,603",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1991,"1,700",1.00,"1,700",1.00,"1,700",2.00,"3,400",898,20.6%,"4,298",959,22.0%,"4,359",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1992,"2,000",1.00,"2,000",1.00,"2,000",2.00,"4,000","2,108",34.0%,"6,108","2,204",35.5%,"6,204",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1993,"1,000",1.00,"1,000",1.00,"1,000",2.00,"2,000",800,28.3%,"2,800",826,29.2%,"2,826",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1994,,,,,,,,,,,,,,,,,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1995,"1,200",1.00,"1,200",1.00,"1,200",2.00,"2,400",947,28.1%,"3,347",974,28.9%,"3,374",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1996,600,1.00,600,1.00,600,2.00,"1,200",478,27.8%,"1,678",521,30.3%,"1,721",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1997,"2,500",1.00,"2,500",1.00,"2,500",2.00,"5,000","3,867",42.4%,"8,867","4,118",45.2%,"9,118",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1998,800,1.00,800,1.00,800,2.00,"1,600",410,20.1%,"2,010",441,21.6%,"2,041",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,1999,"2,500",1.00,"2,500",1.00,"2,500",2.00,"5,000","1,363",20.8%,"6,363","1,567",23.9%,"6,567",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,2000,"1,200",1.00,"1,200",1.00,"1,200",2.00,"2,400",850,26.1%,"3,250",862,26.4%,"3,262",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,2001,"2,000",1.00,"2,000",1.00,"2,000",2.00,"4,000",555,12.1%,"4,555",595,12.9%,"4,595",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,2002,"2,200",1.00,"2,200",1.00,"2,200",2.00,"4,400","1,283",22.1%,"5,683","1,409",24.3%,"5,809",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,2003,"5,000",1.00,"5,000",1.00,"5,000",2.00,"10,000","1,375",11.8%,"11,375","1,634",14.0%,"11,634",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,2004,"4,500",1.00,"4,500",1.00,"4,500",2.00,"9,000","1,364",13.0%,"10,364","1,456",13.9%,"10,456",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,2005,"5,000",1.00,"5,000",1.00,"5,000",2.00,"10,000",862,7.6%,"10,862","1,305",11.5%,"11,305",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,2006,"2,300",1.00,"2,300",1.00,"2,300",2.00,"4,600",797,14.7%,"5,397",828,15.3%,"5,428",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,2007,"2,500",1.00,"2,500",1.00,"2,500",2.00,"5,000",628,10.9%,"5,628",777,13.4%,"5,777",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,2008,,,,,,,,,,,,,,,,,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,2009,"1,000",1.00,"1,000",1.00,"1,000",2.00,"2,000",159,7.3%,"2,159",177,8.1%,"2,177",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,2010,,,,,,,,,,,,,,,,,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,2011,,,,,,,,,,,,,,,,,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,2012,,,,,,,,,,,,,,,,,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,2013,510,1.00,510,1.00,510,2.00,"1,020",62,5.7%,"1,082",70,6.4%,"1,090",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,2014,,,,,,,,,,,,,,,,,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,2015,"1,700",1.00,"1,700",1.00,"1,700",2.00,"3,400",157,4.3%,"3,557",204,5.7%,"3,604",3.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,2016,,,,,,,,,,,,,,,,,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,2017,,,,,,,,,,,,,,,,,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,2018,,,,,,,,,,,,,,,,,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-54,SX,Shawatlan,2019,,,,,,,,,,,,,,,,,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-20-01,SX,Alastair,1954,,,,,,,,,,,,,,,,,,,,04
SX_L-20-01,SX,Alastair,1955,,,,,,,,,,,,,,,,,,,,04
SX_L-20-01,SX,Alastair,1956,,,,,,,,,,,,,,,,,,,,04
SX_L-20-01,SX,Alastair,1957,,,,,,,,,,,,,,,,,,,,04
SX_L-20-01,SX,Alastair,1958,,,,,,,,,,,,,,,,,,,,04
