"SpeciesId","Species Name","StatArea","Year","T_Idx_E","ExpFactor1","AdjSum","ExpFactor2","ObsE","ExpFactor3","TE","CDN Harvest","CDN ER","TRTC","Total Harvest","Total ER","Total Run","Q1","Q2","Q3"
"CO","Coho","02E",1954,30300,1,30300,2.2125076974481,67038.9832326773,3,201116.949698032,52331.6734123734,0.200437981441479,253448.623110405,59969.6619113176,0.229692597187048,261086.61160935,3.33333333333333,5,2.25987914336614
"CO","Coho","02E",1955,20300,1,20300,2.2125076974481,44913.9062581964,3,134741.718774589,35060.4940683558,0.200437981441479,169802.212842945,40177.69428382,0.229692597187048,174919.413058409,3.33333333333333,5,2.25987914336614
"CO","Coho","02E",1956,21175,1,21175,2.2125076974481,46849.8504934634,3,140549.55148039,36571.7222609573,0.200437981441479,177121.273741348,41909.4914512261,0.229692597187048,182459.042931616,3.33333333333333,5,2.25987914336614
"CO","Coho","02E",1957,20075,1,20075,2.2125076974481,44416.0920262705,3,133248.276078812,34671.8925331154,0.200437981441479,167920.168611927,39732.3750122013,0.229692597187048,172980.651091013,3.33333333333333,5,2.25987914336614
"CO","Coho","02E",1958,20625,1,20625,2.2125076974481,45632.971259867,3,136898.913779601,35621.8073970364,0.200437981441479,172520.721176637,40820.9332317137,0.229692597187048,177719.847011315,3.33333333333333,5,2.25987914336614
"CO","Coho","02E",1959,6000,1.00833750208438,6050.02501250625,2.2125076974481,13385.7269099236,3,40157.1807297708,10449.1067026788,0.200437981441479,50606.2874324496,11974.1899193074,0.229692597187048,52131.3706490782,3.33333333333333,4.95865718538118,2.25987914336614
"CO","Coho","02E",1960,23860,1.18593644354293,28296.4435429344,2.2125076974481,62606.0991491479,3,187818.297447444,48871.295122789,0.200437981441479,236689.592570233,56004.229457507,0.229692597187048,243822.526904951,3.33333333333333,4.21607753705815,2.25987914336614
"CO","Coho","02E",1961,68150,1.01004712906697,68834.7118459137,2.2125076974481,152297.329810706,3,456891.989432117,118885.665338455,0.200437981441479,575777.654770572,136237.438850245,0.229692597187048,593129.428282362,3.33333333333333,4.95026405809278,2.25987914336614
"CO","Coho","02E",1962,17650,1.01004712906697,17827.3318280319,2.2125076974481,39443.1088944821,3,118329.326683446,30789.9045227254,0.200437981441479,149119.231206172,35283.7974425065,0.229692597187048,153613.124125953,3.33333333333333,4.95026405809278,2.25987914336614
"CO","Coho","02E",1963,24500,1.01004712906697,24746.1546621407,2.2125076974481,54751.0576722273,3,164253.173016682,37828.6733381923,0.182216346764981,202081.846354874,43349.898879952,0.208811451988225,207603.071896634,3.33333333333333,4.95026405809278,2.25987914336614
"CO","Coho","02E",1964,78750,1,78750,2.2125076974481,174234.981174038,3,522704.943522113,162857.349804535,0.229592596923876,685562.293326648,186626.942551429,0.263102429505164,709331.886073542,3.33333333333333,5,2.25987914336614
"CO","Coho","02E",1965,33000,1.01004712906697,33331.5552592099,2.2125076974481,73746.3225789184,3,221238.967736755,48403.799066818,0.174927692894381,269642.766803573,55468.5007373392,0.200458993908696,276707.468474094,3.33333333333333,4.95026405809278,2.25987914336614
"CO","Coho","02E",1966,41200,1,41200,2.2125076974481,91155.3171348616,3,273465.951404585,78024.3718196187,0.215015289182677,351490.323224203,89412.2983989872,0.246397513346106,362878.249803572,3.33333333333333,5,2.25987914336614
"CO","Coho","02E",1967,31050,1,31050,2.2125076974481,68698.3640057634,3,206095.09201729,43921.7420323349,0.171283365959082,250016.834049625,50332.2719967225,0.196282764868932,256427.364014013,3.33333333333333,5,2.25987914336614
"CO","Coho","02E",1968,18650,1,18650,2.2125076974481,41263.268557407,3,123789.805672221,35319.2848164051,0.215015289182677,159109.090488626,40474.2564354639,0.246397513346106,164264.062107685,3.33333333333333,5,2.25987914336614
"CO","Coho","02E",1969,26200,1,26200,2.2125076974481,57967.7016731401,3,173903.10501942,40051.1212748924,0.182216346764981,213954.226294313,45896.7207698076,0.208811451988225,219799.825789228,3.33333333333333,5,2.25987914336614
"CO","Coho","02E",1970,45400,1,45400,2.2125076974481,100447.849464144,3,301343.548392431,82153.2582907014,0.207726635312078,383496.806683132,94143.8101125509,0.238045055266577,395487.358504982,3.33333333333333,5,2.25987914336614
"CO","Coho","02E",1971,11530,1.25176225853465,14432.8188409045,2.2125076974481,31932.7227813751,3,95798.1683441253,26116.8082400821,0.207726635312078,121914.976584207,29928.6466155718,0.238045055266577,125726.814959697,3.33333333333333,3.9943687117178,2.25987914336614
"CO","Coho","02E",1972,29500,1,29500,2.2125076974481,65268.9770747188,3,195806.931224157,65017.3914659551,0.240525577729774,260824.322690112,74506.90433391,0.275631116624458,270313.835558067,3.33333333333333,5,2.25987914336614
"CO","Coho","02E",1973,17100,1.02640336381516,17551.4975212393,2.2125076974481,38832.8233674831,3,116498.470102449,27512.2556741875,0.18586067370028,144010.725776637,31527.7644228486,0.21298768102799,148026.234525298,3.33333333333333,4.87137920263131,2.25987914336614
